"daily"
Date,Crop,TraDef,Tra,NDef,HeatRed,FrostRed,OxRed,Stage,TempSum,VernF,DaylF,IncRoot,IncLeaf,IncShoot,IncFruit,RelDev,LT50,AbBiom,OrgBiom/Root,OrgBiom/Leaf,OrgBiom/Shoot,OrgBiom/Fruit,Yield,GroPhot,NetPhot,MaintR,GrowthR,StomRes,Height,LAI,RootDep,EffRootDep,TotBiomN,AbBiomN,SumNUp,ActNup,PotNup,NFixed,Target,CritN,AbBiomNc,YieldNc,Protein,NPP,NPP/Root,NPP/Leaf,NPP/Shoot,NPP/Fruit,GPP,Ra,Ra/Root,Ra/Leaf,Ra/Shoot,Ra/Fruit,Mois_1,Mois_2,Mois_3,Mois_4,Mois_5,Mois_6,Mois_7,Mois_8,Mois_9,Mois_10,Mois_11,Mois_12,Mois_13,Mois_14,Mois_15,Mois_16,Mois_17,Mois_18,Mois_19,Mois_20,Precip,Irrig,Infilt,Surface,RunOff,SnowD,FrostD,ThawD,PASW_1,PASW_2,PASW_3,PASW_4,PASW_5,PASW_6,PASW_7,PASW_8,PASW_9,PASW_10,PASW_11,PASW_12,PASW_13,PASW_14,PASW_15,PASW_16,PASW_17,PASW_18,PASW_19,PASW_20,SurfTemp,STemp_1,STemp_2,STemp_3,STemp_4,STemp_5,Act_Ev,Act_ET,ET0,Kc,AtmCO2,Groundw,Recharge,NLeach,NO3_1,NO3_2,NO3_3,NO3_4,NO3_5,NO3_6,NO3_7,NO3_8,NO3_9,NO3_10,NO3_11,NO3_12,NO3_13,NO3_14,NO3_15,NO3_16,NO3_17,NO3_18,NO3_19,NO3_20,Carb,NH4_1,NH4_2,NH4_3,NH4_4,NH4_5,NH4_6,NH4_7,NH4_8,NH4_9,NH4_10,NH4_11,NH4_12,NH4_13,NH4_14,NH4_15,NH4_16,NH4_17,NH4_18,NH4_19,NH4_20,NO2_1,NO2_2,NO2_3,NO2_4,SOC_1,SOC_2,SOC_3,SOC_4,SOC_5,SOC_6,SOC-X-Y,SOC-X-Y,AOMf_1,AOMs_1,SMBf_1,SMBs_1,SOMf_1,SOMs_1,CBal_1,Nmin_1,Nmin_2,Nmin_3,NetNmin,Denit,N2O,SoilpH,NEP,NEE,Rh,Tmin,Tavg,Tmax,Wind,Globrad,Relhumid,Sunhours,NFert
2016-03-21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.22,0,0,5.2,0,388,0,0,0.413,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.5,2.4,3.3,4.2,0,0,0.8,0.8,404,20,0,0,0.007847,0.005159,0.007217,0.008011,0.005413,0.005035,0.005002,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001498,0.002039,0.001871,0.001402,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000704,0.00063,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17127.3,39736.5,0,0,0.0044,0.3259,26.5332,25.9479,-0.0001,0.004937,0.013913,0.022637,0.07122,0,0.00027,6.2,-1.24217,1.24217,1.24217,-5.88,-1.47,2.91,4.3,13.62,86.89,0,0
2016-03-22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.51,0,0,0,6.8,392.1,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.5,2.4,3.3,4.2,0,0,0.9,0.8,404,20,0,0,0.007871,0.005154,0.007219,0.008019,0.00542,0.005036,0.005002,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001503,0.002053,0.001887,0.001411,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000706,0.000632,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17127.2,39736.3,0,0,0.0044,0.326,26.5331,25.9479,-0.0001,0.004883,0.01379,0.022446,0.07061,0,0.00027,6.2,-1.23144,1.23144,1.23144,-5.84,-1.42,3.06,4.21,13.39,86.77,0,0
2016-03-23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.16,0,0,1.3,0,394.2,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.5,2.4,3.3,4.1,0,0,0.9,0.8,404,19.99,0,0,0.007895,0.00515,0.007221,0.008027,0.005426,0.005037,0.005002,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001508,0.002066,0.001902,0.00142,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000708,0.000635,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17127.1,39736.2,0,0,0.0044,0.326,26.5329,25.9479,-0.0001,0.004829,0.013669,0.022259,0.07002,0,0.00026,6.2,-1.22092,1.22092,1.22092,-5.67,-1.21,3.29,4.17,13.61,85.91,0,0
2016-03-24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.38,0,0,2.7,0,397.2,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.5,2.4,3.2,4.1,0,0,0.9,0.8,405,19.99,0,0,0.007919,0.005146,0.007222,0.008035,0.005433,0.005038,0.005002,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001512,0.00208,0.001917,0.001429,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.00071,0.000637,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17127,39736.1,0,0,0.0043,0.3261,26.5328,25.9479,-0.0001,0.004777,0.013552,0.022075,0.06945,0,0.00025,6.2,-1.21062,1.21062,1.21062,-5.21,-0.85,3.54,4.19,13.65,85.6,0,0
2016-03-25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.48,0,0,4.3,0,400.5,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.5,2.4,3.2,4.1,0,0,0.9,0.8,405,19.99,0,0,0.007943,0.005142,0.007223,0.008042,0.005439,0.005039,0.005002,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001517,0.002093,0.001933,0.001438,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000711,0.00064,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17126.9,39736,0,0,0.0043,0.3261,26.5326,25.9479,-0.0001,0.004727,0.013436,0.021895,0.06888,0,0.00025,6.2,-1.20053,1.20053,1.20053,-4.85,-0.53,3.93,4.17,13.44,85.73,0,0
2016-03-26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.62,0,0,0,6,404.3,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.4,2.3,3.2,4,0,0,1,0.8,405,19.99,0,0,0.007966,0.005138,0.007224,0.008049,0.005445,0.00504,0.005003,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001522,0.002107,0.001949,0.001447,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000713,0.000642,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17126.9,39735.9,0,0,0.0043,0.3262,26.5325,25.9479,-0.0001,0.004678,0.013323,0.021719,0.06832,0,0.00024,6.2,-1.19064,1.19064,1.19064,-4.42,-0.09,4.39,4.19,13.32,85.73,0,0
2016-03-27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.77,0,0,1.8,0,408.5,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.4,2.3,3.2,4,0,0,1,0.8,405,19.98,0,0,0.007989,0.005134,0.007224,0.008056,0.005452,0.005041,0.005003,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001526,0.00212,0.001964,0.001457,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000715,0.000645,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17126.8,39735.7,0,0,0.0043,0.3262,26.5324,25.9479,-0.0001,0.00463,0.013212,0.021547,0.06778,0,0.00023,6.2,-1.18097,1.18097,1.18097,-4.19,0.24,4.78,4.2,13.16,84.98,0,0
2016-03-28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.57,0,0,3.5,0,411.6,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.4,2.3,3.1,4,0,0,1,0.8,405,19.98,0,0,0.008012,0.005131,0.007225,0.008062,0.005458,0.005042,0.005003,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001531,0.002133,0.00198,0.001466,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000716,0.000647,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17126.7,39735.6,0,0,0.0043,0.3262,26.5322,25.9479,-0.0001,0.004584,0.013104,0.021377,0.06725,0,0.00023,6.2,-1.17148,1.17148,1.17148,-4.07,0.3,4.89,4.17,12.97,85.18,0,0
2016-03-29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.79,0,0,5.3,0,411.1,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.4,2.3,3.1,4,0,0,1,0.8,405,19.98,0,0,0.008035,0.005128,0.007225,0.008068,0.005464,0.005043,0.005003,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001535,0.002146,0.001996,0.001475,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000718,0.00065,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17126.6,39735.5,0,0,0.0043,0.3263,26.5321,25.9479,-0.0001,0.004538,0.012998,0.021211,0.06672,0,0.00022,6.2,-1.16217,1.16217,1.16217,-4.03,0.37,5.1,4.02,12.71,85.09,0,0
2016-03-30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.37,0,0,0,6.8,404,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.4,2.3,3.1,3.9,0,0,1.1,0.8,405,19.97,0,0,0.008058,0.005125,0.007225,0.008074,0.005471,0.005044,0.005003,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.00154,0.002159,0.002012,0.001485,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000719,0.000652,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17126.5,39735.4,0,0,0.0043,0.3263,26.532,25.9479,-0.0001,0.004492,0.012894,0.021049,0.06621,0,0.00022,6.2,-1.15302,1.15302,1.15302,-3.85,0.63,5.4,3.92,12.93,84.25,0,0
2016-03-31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.52,0,0,1.6,0,390.8,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.4,2.2,3.1,3.9,0,0,1.1,0.8,405,19.97,0,0,0.008081,0.005122,0.007224,0.008079,0.005477,0.005045,0.005003,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001544,0.002172,0.002029,0.001494,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.00072,0.000655,0.0507,0.0507,0.0507,0.0328,0.028,0.023,17126.5,39735.3,0,0,0.0043,0.3264,26.5318,25.9479,-0.0001,0.004448,0.012792,0.020889,0.06571,0,0.00021,6.2,-1.14406,1.14406,1.14406,-3.39,1.02,5.74,3.89,13,83.91,0,0
2016-04-01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.54,0,0,3.1,0,371.5,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.4,2.2,3,3.9,0,0,1.1,0.8,405,19.96,0,0,0.008103,0.005119,0.007224,0.008085,0.005483,0.005047,0.005003,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001549,0.002184,0.002045,0.001504,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000722,0.000657,0.0507,0.0507,0.0506,0.0328,0.028,0.023,17126.4,39735.2,0,0,0.0043,0.3264,26.5317,25.9479,-0.0001,0.004405,0.012692,0.020732,0.06521,0,0.0002,6.2,-1.13527,1.13527,1.13527,-3.01,1.39,6.23,3.82,12.85,83.99,0,0
2016-04-02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.61,0,0,4.7,0,344.5,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.4,2.2,3,3.8,0,0,1.2,0.8,405,19.96,0,0,0.008125,0.005117,0.007223,0.00809,0.005489,0.005048,0.005003,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001553,0.002197,0.002062,0.001514,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000723,0.00066,0.0507,0.0507,0.0506,0.0328,0.028,0.023,17126.3,39735,0,0,0.0043,0.3265,26.5316,25.9479,-0.0001,0.004364,0.012594,0.020578,0.06473,0,0.0002,6.2,-1.12665,1.12665,1.12665,-2.57,1.9,6.8,3.8,12.82,83.91,0,0
2016-04-03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.68,0,0,0,6.4,311.6,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.4,2.2,3,3.8,0,0,1.2,0.8,405,19.95,0,0,0.008148,0.005114,0.007222,0.008094,0.005496,0.005049,0.005003,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001557,0.002209,0.002078,0.001524,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000724,0.000662,0.0507,0.0507,0.0506,0.0328,0.028,0.023,17126.2,39734.9,0,0,0.0043,0.3265,26.5315,25.9479,-0.0001,0.004324,0.012498,0.020427,0.06425,0,0.00019,6.2,-1.11821,1.11821,1.11821,-2.32,2.3,7.3,3.77,12.77,83.05,0,0
2016-04-04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.41,0,0,1.4,0,276.6,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.3,2.2,3,3.8,0,0,1.2,0.8,405,19.95,0,0,0.00817,0.005112,0.007221,0.008099,0.005502,0.00505,0.005004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001562,0.002222,0.002095,0.001533,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000725,0.000665,0.0507,0.0507,0.0506,0.0328,0.028,0.023,17126.2,39734.8,0,0,0.0043,0.3265,26.5313,25.9479,-0.0001,0.004285,0.012404,0.020279,0.06379,0,0.00019,6.2,-1.10994,1.10994,1.10994,-2.18,2.44,7.52,3.7,12.72,83.12,0,0
2016-04-05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.57,0,0,3,0,239.7,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.3,2.2,3,3.8,0,0,1.3,0.8,405,19.94,0,0,0.008191,0.00511,0.00722,0.008103,0.005508,0.005051,0.005004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001566,0.002234,0.002112,0.001543,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000726,0.000667,0.0507,0.0507,0.0506,0.0328,0.028,0.023,17126.1,39734.7,0,0,0.0043,0.3266,26.5312,25.9479,-0.0001,0.004248,0.012312,0.020133,0.06333,0,0.00018,6.2,-1.10183,1.10183,1.10183,-2.1,2.6,7.85,3.53,12.63,82.87,0,0
2016-04-06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.08,0,0,4.1,0,198.2,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.5,1.3,2.1,2.9,3.7,0,0,1.3,0.8,405,19.94,0,0,0.008213,0.005108,0.007218,0.008107,0.005514,0.005052,0.005004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.00157,0.002246,0.002129,0.001553,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000727,0.00067,0.0507,0.0507,0.0506,0.0328,0.028,0.023,17126,39734.6,0,0,0.0043,0.3266,26.5311,25.9479,-0.0001,0.004211,0.012221,0.019991,0.06288,0,0.00017,6.2,-1.09388,1.09388,1.09388,-1.88,2.94,8.28,3.41,13.02,81.85,0,0
2016-04-07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.18,0,0,5.2,0,150.2,0,0,0.414,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0.4,1.3,2.1,2.9,3.7,0,0,1.4,0.8,405,19.93,0,0,0.008235,0.005106,0.007216,0.008111,0.00552,0.005053,0.005004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.001574,0.002258,0.002147,0.001563,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.000771,0.000586,0.000728,0.000672,0.0507,0.0507,0.0506,0.0328,0.028,0.023,17126,39734.5,0,0,0.0043,0.3267,26.531,25.9479,-0.0001,0.004178,0.012133,0.01985,0.06245,0,0.00017,6.2,-1.08613,1.08613,1.08613,-1.38,3.43,8.74,3.36,13.29,81.32,0,0
