DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20160101,2503.3333333333335,-9.51,-4.575,0.34897267768072643,2.891666666666667,1.04,
20160102,2453.3333333333335,-8.433333333333334,-3.8350000000000004,0.3788916708134442,4.55,2.716666666666667,
20160103,2808.3333333333335,-10.055,-3.748333333333333,0.36341166542554637,3.7399999999999998,2.151666666666667,
20160104,2366.6666666666665,-9.786666666666667,-4.993333333333333,0.36734342994904545,3.5316666666666663,0.8649999999999999,
20160105,2708.3333333333335,-11.594999999999999,-5.615000000000001,0.3567545429056573,2.905,1.7466666666666668,
20160106,2978.3333333333335,-12.918333333333331,-6.096666666666667,0.34125967933481133,3.7283333333333335,2.78,
20160107,3281.6666666666665,-13.858333333333334,-7.883333333333333,0.31587702928997,3.615,3.078333333333333,
20160108,2806.6666666666665,-11.659999999999998,-4.958333333333333,0.35970684402408115,3.4149999999999996,2.0366666666666666,
20160109,2145.0,-8.763333333333334,-3.6816666666666666,0.3880724590538145,4.431666666666667,3.853333333333333,
20160110,2645.0,-8.518333333333333,-5.118333333333333,0.3680855207145049,3.966666666666667,2.43,
20160111,2333.3333333333335,-8.893333333333333,-3.9966666666666666,0.38091661039256636,4.845,2.035,
20160112,2685.0,-9.215,-3.861666666666667,0.3704443285437342,4.125,1.1733333333333333,
20160113,2916.6666666666665,-10.398333333333333,-3.313333333333333,0.37951283138681746,4.521666666666667,1.9583333333333333,
20160114,3158.3333333333335,-12.256666666666668,-5.626666666666666,0.3134469598438429,3.1199999999999997,0.365,
20160115,3238.3333333333335,-13.714999999999998,-5.9816666666666665,0.27856266980981537,3.0233333333333334,0.7183333333333334,
20160116,3745.0,-12.593333333333334,-5.0249999999999995,0.3323760118409635,3.265,1.8033333333333335,
20160117,3838.3333333333335,-14.736666666666666,-8.583333333333334,0.25232078405175534,3.1566666666666667,1.388333333333333,
20160118,3600.0,-14.991666666666667,-8.043333333333333,0.2747376690408963,3.33,1.2316666666666667,
20160119,4390.0,-17.131666666666668,-8.74,0.2549284775801167,2.985,0.8166666666666668,
20160120,4346.666666666667,-15.261666666666665,-9.351666666666667,0.26470060714646754,4.343333333333334,1.1766666666666665,
20160121,4248.333333333333,-15.64,-9.433333333333334,0.24246679774612856,5.023333333333333,1.2383333333333333,
20160122,3793.3333333333335,-16.491666666666667,-11.218333333333334,0.2080090020971106,5.12,1.7483333333333333,
20160123,4050.0,-17.715,-12.003333333333332,0.20091745974281192,4.568333333333333,1.8566666666666667,
20160124,5251.666666666667,-20.478333333333335,-13.520000000000001,0.16440948766904448,4.111666666666667,0.6766666666666666,
20160125,5378.333333333333,-23.14833333333333,-13.036666666666667,0.14803820025003755,3.078333333333333,0.16333333333333333,
20160126,6035.0,-22.0,-13.413333333333334,0.14730966478703963,2.6,0.4716666666666667,
20160127,6038.333333333333,-19.773333333333333,-12.306666666666667,0.17343859342580112,3.85,1.3583333333333334,
20160128,5698.333333333333,-18.21,-10.31,0.19733490375492965,3.845,0.49,
20160129,5811.666666666667,-18.368333333333332,-10.518333333333333,0.22003785257482975,4.523333333333333,1.2183333333333335,
20160130,5928.333333333333,-17.566666666666666,-10.105,0.23203965634014626,4.168333333333333,0.8233333333333334,
20160131,5840.0,-15.871666666666668,-7.96,0.29492192370131093,4.8500000000000005,2.0283333333333333,
20160201,5176.666666666667,-14.648333333333333,-8.053333333333333,0.3121165468125738,3.9466666666666668,5.364999999999999,
20160202,5175.0,-14.003333333333332,-5.996666666666666,0.31503149425055166,3.2550000000000003,2.02,
20160203,4706.666666666667,-13.538333333333334,-5.933333333333334,0.31791977415937517,4.2683333333333335,3.2533333333333334,
20160204,4700.0,-12.39,-6.685,0.3068521670604594,5.116666666666666,1.8266666666666669,
20160205,5905.0,-12.768333333333333,-6.245,0.3065386839019406,4.171666666666667,1.4516666666666664,
20160206,7236.666666666667,-14.955,-6.596666666666667,0.2916975548329239,4.8549999999999995,0.85,
20160207,6653.333333333333,-14.751666666666667,-8.118333333333334,0.2784646282363392,4.463333333333333,0.38499999999999995,
20160208,6525.0,-12.481666666666667,-5.496666666666666,0.3401822850881982,5.183333333333334,1.4433333333333334,
20160209,6510.0,-11.448333333333332,-5.321666666666666,0.3452001430850968,5.465,1.5566666666666666,
20160210,6586.666666666667,-12.261666666666665,-5.296666666666667,0.3358874025364383,4.37,1.055,
20160211,6861.666666666667,-15.108333333333334,-8.195,0.2919982863870804,3.5549999999999997,0.61,
20160212,5701.666666666667,-13.700000000000001,-6.87,0.30580624176094034,4.265,0.8649999999999999,
20160213,7003.333333333333,-11.875,-6.32,0.32156831873794345,4.723333333333334,0.8216666666666667,
20160214,6266.666666666667,-10.049999999999999,-3.4483333333333337,0.35422696403789766,4.24,2.74,
20160215,6081.666666666667,-12.148333333333333,-4.083333333333333,0.3495221219676419,3.455,0.7600000000000001,
20160216,6716.666666666667,-13.328333333333333,-6.368333333333333,0.2984852514825189,4.205,1.1250000000000002,
20160217,8420.0,-14.35,-6.825,0.2768201652735564,2.8499999999999996,0.8316666666666667,
20160218,9518.333333333334,-15.954999999999998,-7.638333333333333,0.25945306246593325,2.775,0.18166666666666664,
20160219,8863.333333333334,-14.931666666666667,-6.021666666666667,0.29217460056652955,3.19,0.13999999999999999,
20160220,9001.666666666666,-12.685,-4.886666666666667,0.3415629273742858,3.346666666666667,1.7133333333333332,
20160221,7738.333333333333,-8.315,-3.185,0.40838319665046224,2.6333333333333333,1.4750000000000003,
20160222,7823.333333333333,-9.103333333333333,-2.956666666666667,0.3790570227017276,4.126666666666666,0.7916666666666666,
20160223,9293.333333333334,-11.144999999999998,-3.3183333333333334,0.35175272395693385,4.238333333333333,0.5499999999999999,
20160224,10825.0,-10.046666666666667,-2.8366666666666664,0.36283105970025925,4.066666666666666,0.7983333333333332,
20160225,10855.0,-11.258333333333333,-3.1666666666666665,0.34381172927656073,3.421666666666667,0.425,
20160226,10406.666666666666,-11.928333333333333,-3.063333333333333,0.34186685610958834,3.19,0.7083333333333334,
20160227,10680.0,-9.836666666666668,-2.2133333333333334,0.38483505377521815,3.9516666666666667,1.3533333333333333,
20160228,9731.666666666666,-9.518333333333333,-2.0116666666666663,0.39840822824217187,3.4000000000000004,0.48166666666666663,
20160229,10000.0,-5.6,-1.73,0.4315228719489007,5.34,0.68,
20160301,8570.0,-8.598333333333334,-2.185,0.3983471404776744,3.4233333333333333,0.5716666666666667,
20160302,8885.0,-8.921666666666667,-1.3283333333333334,0.41352631810846513,2.658333333333333,0.665,
20160303,9155.0,-9.388333333333334,-1.6566666666666665,0.3989183614500564,3.6483333333333334,1.165,
20160304,8903.333333333334,-8.383333333333335,-0.9650000000000002,0.4207091116732877,3.3533333333333335,2.2016666666666667,
20160305,9898.333333333334,-7.699999999999999,-1.3616666666666666,0.41692280959040623,3.1833333333333336,0.85,
20160306,10725.0,-7.021666666666667,-0.4583333333333333,0.41509132065280846,3.6616666666666666,0.66,
20160307,11961.666666666666,-7.408333333333334,-1.3633333333333333,0.40056217916039727,4.025,0.6766666666666667,
20160308,14460.0,-11.43,-1.87,0.3349833616093007,2.5233333333333334,0.11333333333333334,
20160309,14220.0,-11.071666666666667,-1.6083333333333332,0.34455934992118453,2.765,0.06833333333333333,
20160310,13236.666666666666,-10.005,-0.1899999999999998,0.3627668702488483,2.6566666666666667,0.15,
20160311,13786.666666666666,-8.311666666666666,0.7866666666666666,0.4114130385025306,3.686666666666667,1.9516666666666669,
20160312,10948.333333333334,-6.343333333333333,0.645,0.45597492997733763,3.9983333333333335,1.1033333333333333,
20160313,12896.666666666666,-5.348333333333333,1.9749999999999999,0.4978533299738272,4.296666666666667,0.5516666666666666,
20160314,12186.666666666666,-4.273333333333333,2.766666666666667,0.5324836866725812,4.866666666666666,1.0333333333333334,
20160315,12691.666666666666,-4.031666666666666,2.7049999999999996,0.5166632152432874,4.778333333333333,1.7066666666666668,
20160316,13036.666666666666,-8.333333333333334,0.43999999999999995,0.4058362634283748,4.295,0.7000000000000001,
20160317,10975.0,-9.51,-0.36500000000000005,0.3766500152298353,3.673333333333334,0.5533333333333332,
20160318,14376.666666666666,-8.37,-0.30166666666666675,0.3967971848607199,2.9283333333333332,0.5866666666666666,
20160319,13981.666666666666,-8.795,2.1033333333333335,0.4430662905500646,3.236666666666667,1.0616666666666668,
20160320,12993.333333333334,-4.42,2.4916666666666667,0.5230106931760142,4.098333333333334,2.1083333333333334,
20160321,13126.666666666666,-4.38,2.4450000000000003,0.4945489388180461,3.546666666666667,0.53,
20160322,12786.666666666666,-4.72,3.741666666666667,0.5221134877594201,4.515,2.5516666666666663,
20160323,14160.0,-3.065,3.143333333333333,0.530801189295255,4.591666666666667,5.06,
20160324,12398.333333333334,-6.088333333333334,3.401666666666667,0.4744085768883355,4.575,2.108333333333333,
20160325,14661.666666666666,-5.591666666666666,3.811666666666667,0.5177447380824904,3.815,1.261666666666667,
20160326,13453.333333333334,-6.3566666666666665,4.444999999999999,0.5137631629608587,3.5483333333333333,1.545,
20160327,15513.333333333334,-8.158333333333333,3.81,0.45967884903388684,3.5333333333333337,0.05333333333333332,
20160328,17410.0,-7.828333333333334,3.74,0.41099845169445764,3.9150000000000005,0.09666666666666668,
20160329,13066.666666666666,-5.973333333333334,2.505,0.4585847913713474,4.595,2.0933333333333333,
20160330,13146.666666666666,-3.6466666666666665,5.075,0.5559846842439137,3.893333333333333,2.6,
20160331,12186.666666666666,-1.4649999999999999,5.816666666666666,0.6096790398926782,3.735,3.608333333333334,
20160401,9878.333333333334,-1.08,5.0,0.6101987985750793,4.428333333333334,3.0566666666666666,
20160402,12128.333333333334,-1.8083333333333336,5.833333333333333,0.5817906651580241,3.2566666666666664,1.2016666666666669,
20160403,14626.666666666666,-1.9566666666666668,6.3999999999999995,0.5717399489284222,3.69,0.88,
20160404,9625.0,-1.0233333333333334,6.873333333333334,0.6424208600985716,3.5716666666666668,2.3216666666666668,
20160405,14371.666666666666,-0.8566666666666668,9.68,0.6711979221856095,3.2533333333333334,0.6016666666666667,
20160406,11850.0,-1.555,9.41,0.6490573361288278,2.686666666666667,1.4366666666666668,
20160407,11876.666666666666,-0.8916666666666666,9.709999999999999,0.6928080885509645,3.0,0.8966666666666666,
20160408,9431.666666666666,0.7333333333333334,8.681666666666667,0.749963864958617,3.3866666666666667,3.7449999999999997,
20160409,12361.666666666666,0.2383333333333334,8.915,0.6934706168480939,3.7816666666666663,3.5866666666666664,
20160410,14423.333333333334,-0.42,9.69,0.6495101094090351,3.513333333333333,0.6533333333333333,
20160411,15121.666666666666,-0.6416666666666667,9.758333333333333,0.6527526668443556,2.953333333333333,0.3033333333333333,
20160412,13980.0,-1.2766666666666666,10.496666666666668,0.6577297571041045,2.17,1.0333333333333334,
20160413,15301.666666666666,0.5866666666666667,12.07,0.7051885735547159,2.67,1.035,
20160414,10743.333333333334,0.9716666666666666,10.868333333333332,0.7900864726777875,2.8316666666666666,1.4116666666666668,
20160415,15525.0,1.4783333333333335,12.653333333333334,0.8252997088094309,3.145,1.1216666666666666,
20160416,15380.0,2.6216666666666666,14.585,0.8620299264913646,3.0533333333333332,1.045,
20160417,16420.0,3.1300000000000003,13.856666666666667,0.8637282635038427,2.4916666666666667,1.5616666666666668,
20160418,17213.333333333332,4.006666666666667,15.566666666666668,0.9040226765424366,2.856666666666667,0.7416666666666667,
20160419,18575.0,3.356666666666667,15.198333333333332,0.8766490746435363,3.078333333333333,0.22,
20160420,16778.333333333332,3.6916666666666664,14.361666666666666,0.8607805265518919,3.0050000000000003,0.6483333333333333,
